92,15,33,40,3.54
93,15,94,70,2.87
94,15,59,81,11.80
95,16,84,50,1.41
96,16,9,79,6.41
97,16,66,19,7.11
98,16,5,71,7.99
99,17,35,42,3.30
100,17,75,75,0.23
101,17,38,11,4.27
102,18,23,76,1.24
103,18,47,47,6.71
104,19,97,30,2.03
105,19,92,96,1.18
106,19,72,28,1.39
107,19,56,82,3.22
108,19,10,11,1.37
109,20,94,24,2.87
110,20,78,43,15.49
111,20,81,14,1.18
112,20,91,68,0.64
113,20,22,14,8.86
114,20,75,72,0.41
115,20,40,36,1.73
116,21,19,52,0.79
117,21,71,39,1.62
118,21,81,43,0.67
119,21,47,33,3.83
120,22,63,54,6.07
121,22,62,70,0.87
122,22,58,12,3.31
123,23,8,47,1.33
124,23,64,12,1.84
125,24,65,29,5.14
126,24,38,70,2.70
127,25,17,64,0.83
128,25,73,90,0.58
129,25,45,34,0.98
130,25,38,74,3.62
131,25,91,24,0.31
132,25,41,72,2.46
133,25,72,85,0.67
134,25,89,39,1.09
135,25,16,56,3.94
136,26,31,14,1.31
137,26,33,17,1.08
138,26,15,51,2.46
139,26,53,10,0.46
140,26,46,55,1.69
141,26,82,67,1.88
142,27,20,80,4.20
143,27,36,77,3.30
144,27,65,46,6.90
145,27,35,38,2.80
146,27,6,30,1.18
147,27,62,70,0.92
148,27,29,41,0.46
149,27,53,31,0.72
150,28,7,90,2.20
151,28,28,25,2.25
152,28,5,98,2.67
153,28,22,55,2.96
154,28,77,24,1.11
155,28,61,12,1.64
156,28,16,90,2.74
157,28,65,31,4.79
158,28,14,21,2.65
159,28,56,82,1.08
160,29,57,72,15.60
161,29,3,65,7.28
162,29,40,70,1.73
163,29,72,61,1.39
164,30,68,11,6.11
165,30,80,47,0.71
166,30,93,13,1.57
167,30,17,42,1.73
168,30,60,85,5.24
169,30,11,64,7.15
170,31,94,29,0.87
171,31,21,27,1.01
172,31,14,75,2.41
173,31,81,46,0.36
174,31,80,33,0.22
175,31,83,71,0.77
176,31,54,64,0.56
177,31,65,14,4.36
178,31,59,29,3.59
179,31,98,73,0.67
180,32,31,38,4.29
181,32,11,43,7.15
182,32,35,26,5.81
183,33,60,55,3.09
184,34,5,83,2.62
185,34,73,48,0.39
186,34,84,93,0.46
187,35,71,83,2.84
188,35,78,41,15.49
189,35,70,95,4.70
190,35,66,60,7.11
191,35,41,39,5.11
192,36,37,100,2.81
193,36,5,68,7.99
194,36,19,25,1.38
195,36,94,99,2.87
196,36,14,23,7.92
197,36,89,14,2.26
198,36,36,74,6.86
199,36,91,52,0.64
200,36,33,12,3.54
201,37,60,30,5.24
202,38,45,24,0.73
203,38,28,87,2.42
204,38,21,53,1.20
205,38,26,11,1.51
206,38,38,35,2.70
207,38,18,93,2.74
208,38,70,15,1.69
209,38,64,63,1.84
210,38,8,16,1.33
211,39,58,70,2.63
212,39,74,88,0.33
213,39,61,37,1.76
214,39,25,24,1.91
215,39,60,69,1.88
216,39,37,37,1.01
217,39,30,73,0.48
218,39,79,86,0.33
219,39,38,69,2.70
220,39,77,55,1.20
221,40,54,20,0.73
222,40,78,67,6.14
223,40,64,81,2.03
224,40,40,29,0.69
225,41,31,77,4.29
226,41,80,60,0.71
227,42,7,64,6.59
228,42,79,52,0.93
229,42,62,30,1.92
230,42,43,12,8.58
231,43,63,38,13.42
232,43,46,24,5.57
233,43,4,86,8.98
234,43,34,31,3.72
235,43,52,46,8.37
236,43,96,33,0.42
237,43,5,96,7.99
238,43,84,19,1.41
239,43,35,79,5.81
240,44,38,84,2.78
241,44,85,47,0.42
242,45,38,30,7.52
243,45,44,76,2.47
244,45,8,89,3.69
245,46,18,10,2.74
246,46,83,40,0.91
247,46,25,90,1.91
248,46,28,56,2.41
249,46,36,17,2.46
250,46,48,16,2.67
251,46,71,81,1.02
252,46,59,10,4.23
253,46,44,73,0.88
254,47,70,34,2.26
255,47,7,59,3.17
256,47,53,30,0.72
257,47,92,14,0.57
258,47,34,48,1.79
259,47,37,20,1.35
260,47,52,67,4.03
261,47,78,51,7.46
262,47,58,96,3.52
263,47,88,35,0.71
264,48,91,41,0.24
265,48,48,57,2.75
266,48,51,96,2.99
267,48,26,87,1.55
268,48,63,39,4.96
269,48,64,23,1.89
270,48,56,56,1.19
271,48,3,41,2.69
272,49,65,90,14.32
273,49,89,10,2.26
274,49,12,84,3.84
275,49,35,94,5.81
276,49,72,80,1.39
277,50,11,88,7.15
278,50,88,62,1.48
279,50,24,32,8.66
280,51,42,69,1.46
281,51,36,88,2.29
282,52,62,69,0.63
283,52,56,25,1.06
284,52,12,62,1.26
285,52,82,17,2.02
286,52,14,14,2.60
287,52,96,12,0.14
288,53,76,76,6.92
289,53,45,22,2.03
290,53,46,80,5.57
291,53,21,59,3.33
292,54,18,61,7.64
293,54,94,92,2.87
294,54,15,59,8.07
295,54,60,79,5.24
296,54,97,57,2.03
297,54,90,78,8.16
298,54,55,92,1.78
299,55,38,77,2.98
300,55,9,27,2.54
301,55,40,97,0.69
302,55,94,27,1.14
303,55,35,95,2.30
304,56,68,55,6.11
305,56,60,93,5.24
306,56,46,100,5.57
307,56,44,68,2.47
308,57,82,10,3.59
309,57,35,39,3.38
310,57,46,18,3.24
311,57,83,44,1.47
312,58,46,65,5.57
313,58,82,79,6.17
314,58,13,66,4.86
315,58,58,23,7.31
316,58,49,27,6.23
317,58,35,92,5.81
318,58,32,96,6.36
319,58,61,80,4.89
320,58,42,87,4.35
321,58,16,13,8.19
322,59,23,58,0.38
323,59,82,11,1.88
324,59,94,27,0.87
325,59,81,10,0.36
326,59,75,22,0.12
327,59,1,40,0.81
328,59,7,24,2.00
329,59,16,19,2.49
330,60,76,14,4.02
331,60,82,26,3.59
332,60,13,50,2.83
333,60,20,61,5.07
334,61,45,20,1.06
335,61,24,25,4.51
336,61,64,57,2.67
337,61,56,43,1.68
338,61,15,80,4.20
339,61,19,89,0.72
340,61,73,30,0.63
341,61,27,15,2.51
342,62,13,21,4.86
343,62,6,27,2.45
344,62,44,99,2.47
345,63,94,12,1.49
346,63,28,33,3.50
347,63,57,10,8.12
348,63,46,45,2.90
349,63,6,21,1.27
350,64,40,83,0.93
351,64,43,38,4.62
352,64,89,33,1.22
353,64,95,42,0.53
354,64,38,17,4.05
355,64,71,13,1.53
356,64,32,13,3.43
357,64,77,14,1.79
358,64,31,60,2.31
359,65,45,67,2.03
360,65,96,12,0.42
361,65,81,71,1.18
362,65,27,97,4.82
363,65,71,77,2.84
364,65,11,96,7.15
365,65,22,42,8.86
366,65,62,78,1.92
367,65,54,77,1.85
368,66,86,44,1.20
369,66,57,47,9.07
370,66,5,14,4.65
371,66,10,87,0.80
372,66,62,77,1.12
373,66,43,73,4.99
374,66,38,87,4.37
375,66,41,45,2.97
376,66,6,10,1.42
377,66,59,87,6.86
378,67,54,19,1.85
379,67,69,92,2.11
380,67,3,31,7.28
381,67,36,86,6.86
382,67,49,93,6.23
383,67,78,38,15.49
384,68,65,36,5.93
385,68,69,54,0.87
386,68,47,34,2.78
387,68,40,31,0.72
388,69,95,100,0.99
389,69,41,25,5.11
390,69,47,99,6.71
391,69,12,97,3.84
392,69,80,88,0.71
393,69,89,85,2.26
394,69,7,83,6.59
395,69,27,18,4.82
396,70,97,94,0.88
397,70,17,95,0.75
398,70,25,45,2.30
399,71,35,88,5.81
400,71,90,27,8.16
401,71,97,69,2.03
402,71,54,11,1.85
403,71,4,40,8.98
404,72,95,22,0.58
405,72,40,54,1.01
406,73,43,11,8.58
407,73,71,51,2.84
408,73,48,96,7.45
409,73,29,95,0.95
410,73,91,21,0.64
411,73,67,91,11.82
412,73,87,29,4.88
413,73,27,64,4.82
414,73,10,13,1.37
415,73,74,67,0.92
416,74,65,10,14.32
417,75,29,24,0.95
418,75,11,61,7.15
419,75,62,52,1.92
420,76,71,71,2.84
421,76,84,27,1.41
422,76,31,21,4.29
423,77,74,83,0.92
424,78,41,98,5.11
425,79,72,55,1.39
426,80,14,79,4.61
427,80,8,64,2.15
428,80,82,84,3.59
429,80,47,56,3.90
430,81,1,48,2.67
431,81,59,45,11.80
432,81,14,21,7.92
433,82,95,57,0.39
434,82,73,98,0.47
435,82,90,37,3.18
436,82,7,14,2.57
437,82,47,53,2.62
438,82,97,45,0.79
439,82,66,13,2.77
440,82,17,82,0.67
441,82,53,21,0.58
442,83,5,63,3.61
443,83,98,11,1.00
444,83,74,95,0.42
445,83,89,14,1.02
446,83,31,97,1.94
447,83,38,85,3.40
448,83,83,37,1.14
449,84,90,16,8.16
450,84,49,42,6.23
451,84,9,62,6.41
452,84,33,78,3.54
453,84,81,66,1.18
454,84,48,95,7.45
455,84,6,90,2.45
456,85,61,94,1.81
457,85,80,94,0.26
458,85,50,39,1.67
459,85,33,38,1.31
460,86,36,62,2.53
461,86,93,77,0.58
462,86,32,87,2.35
463,87,23,42,1.24
464,87,7,94,6.59
465,87,98,72,2.21
466,87,6,25,2.45
467,87,88,39,1.48
468,87,71,92,2.84
469,88,65,95,14.32
470,89,5,86,7.99
471,90,50,91,2.62
472,90,6,32,1.42
473,90,55,42,1.04
474,91,87,92,4.88
475,91,24,23,8.66
476,91,30,59,1.34
477,91,4,30,8.98
478,91,90,96,8.16
479,91,97,61,2.03
480,91,22,11,8.86
481,91,51,31,8.09
482,92,65,44,8.38
483,92,96,98,0.25
484,92,79,68,0.54
485,92,52,52,4.90
486,92,30,34,0.78
487,92,3,30,4.26
488,92,92,22,0.69
489,92,46,30,3.26
490,92,95,49,0.58
491,93,90,11,2.69
492,93,76,62,2.28
493,94,71,15,2.84
494,94,78,16,15.49
495,95,18,65,2.32
496,95,12,31,1.17
497,95,15,88,2.46
498,95,28,100,2.05
499,96,79,65,0.93
500,97,4,74,8.98
501,97,25,30,5.32
502,97,78,37,15.49
503,97,73,30,1.20
504,97,1,78,2.67
505,97,90,92,8.16
506,98,73,97,1.20
507,98,48,84,7.45
508,98,98,13,2.21
509,98,74,77,0.92
510,98,10,18,1.37
511,99,84,68,1.41
512,99,31,70,4.29
513,99,93,48,1.57
514,99,98,56,2.21
515,99,87,19,4.88
516,99,23,39,1.24
517,99,86,58,2.07
518,100,98,52,2.21
519,100,2,47,7.67
520,100,1,15,2.67
521,100,54,53,1.85
522,100,15,53,8.07
523,100,70,57,4.70
524,100,31,34,4.29
525,100,68,70,6.11
526,100,27,35,4.82
527,101,87,42,1.80
528,101,52,89,3.09
529,102,24,43,5.10
530,102,38,33,4.43
531,102,28,78,3.97
532,102,8,87,2.18
533,102,71,27,1.67
534,102,34,45,2.19
535,102,45,16,1.20
536,102,4,91,5.29
537,102,20,67,5.14
538,103,44,59,2.47
539,104,19,45,1.38
540,104,45,41,2.03
541,104,67,98,11.82
542,104,2,10,7.67
543,104,16,54,8.19
544,104,22,31,8.86
545,105,2,31,2.75
546,105,48,82,2.67
547,105,57,38,5.59
548,105,50,56,1.62
549,105,84,84,0.50
550,105,97,93,0.73
551,105,47,65,2.40
552,105,38,41,2.69
553,105,60,90,1.88
554,105,77,90,1.19
555,106,14,74,7.92
556,107,94,55,1.38
557,107,86,29,1.00
558,107,74,63,0.44
559,108,47,18,2.62
560,108,93,40,0.61
561,108,69,63,0.82
562,108,28,31,2.62
563,108,9,53,2.50
564,108,98,68,0.86
565,108,58,20,2.85
566,108,7,41,2.57
567,108,38,54,2.93
568,108,54,66,0.72
569,109,30,91,0.58
570,109,53,27,0.65
571,109,34,30,1.61
572,109,94,69,1.24
573,109,51,19,3.50
574,109,49,77,2.70
575,109,66,48,3.08
576,109,43,100,3.71
577,110,93,40,0.92
578,110,56,19,1.88
579,110,41,35,2.98
580,110,96,21,0.24
581,110,43,96,5.00
582,110,84,64,0.82
583,110,42,67,2.54
584,110,28,74,3.92
585,110,49,54,3.63
586,111,63,53,7.67
587,112,61,36,4.89
588,112,36,62,6.86
589,112,48,60,7.45
590,112,20,15,8.72
591,112,40,32,1.73
592,112,22,59,8.86
593,113,39,24,2.27
594,114,46,83,2.90
595,114,35,26,3.03
596,114,31,86,2.24
597,115,49,56,2.43
598,115,94,22,1.12
599,115,30,26,0.52
600,115,48,56,2.90
601,115,58,52,2.85
602,115,14,52,3.09
603,115,6,87,0.95
604,115,4,76,3.50
605,115,64,90,2.00
606,116,63,98,13.42
607,116,34,43,3.72
608,116,57,60,15.60
609,116,13,36,4.86
610,116,90,53,8.16
611,116,14,35,7.92
612,116,77,67,3.33
613,117,92,34,0.61
614,117,8,22,1.92
615,117,83,24,1.32
616,117,23,65,0.65
617,117,7,45,3.43
618,117,39,64,2.46
619,117,50,96,2.35
620,117,29,20,0.49
621,117,30,43,0.70
622,117,95,84,0.52
623,118,8,53,3.69
624,118,70,35,4.70
625,118,85,70,1.15
626,118,78,24,15.49
627,118,26,82,4.21
628,118,32,13,6.36
629,118,51,12,8.09
630,118,30,97,1.34
631,118,41,51,5.11
632,118,75,95,0.41
633,119,9,38,1.95
634,119,56,12,0.98
635,119,81,30,0.36
636,119,4,41,2.73
637,119,17,58,0.53
638,119,74,78,0.28
639,119,64,59,1.56
640,120,18,68,7.64
641,120,79,40,0.93
642,120,65,71,14.32
643,120,84,33,1.41
644,120,8,65,3.69
645,120,62,43,1.92
646,121,26,98,2.03
647,121,32,52,3.06
648,121,29,40,0.46
649,121,55,85,0.86
650,121,74,17,0.44
651,121,72,71,0.67
652,121,69,51,1.02
653,121,22,34,4.27
654,121,54,46,0.89
655,122,69,22,2.11
656,122,68,73,6.11
657,122,37,43,2.81
658,122,36,32,6.86
659,123,95,80,0.58
660,123,82,69,3.60
661,123,2,67,4.47
662,124,47,39,2.24
663,124,33,57,1.18
664,124,98,50,0.74
665,124,61,24,1.64
666,124,20,20,2.92
667,124,66,50,2.38
668,124,26,63,1.41
669,124,38,72,2.52
670,124,13,56,1.63
671,125,46,19,5.57
672,125,93,71,1.57
673,125,44,88,2.47
674,126,14,97,4.32
675,126,3,24,3.97
676,126,64,35,2.80
677,126,93,89,0.86
678,127,14,17,3.43
679,128,64,52,3.02
680,128,38,70,4.42
681,128,36,30,4.04
682,129,34,88,1.39
683,129,75,13,0.15
684,129,28,66,2.52
685,129,72,16,0.52
686,129,89,77,0.85
687,129,16,20,3.06
688,129,22,17,3.31
689,129,52,23,3.13
690,129,96,46,0.16
691,129,1,80,1.00
692,130,89,77,2.26
693,130,90,19,8.16
694,130,93,64,1.57
695,130,26,87,4.21
696,130,15,18,8.07
697,130,1,48,2.67
698,130,71,66,2.84
699,130,21,29,3.33
700,130,86,10,2.07
701,130,10,90,1.37
702,131,31,90,1.86
703,131,75,10,0.18
704,131,7,11,2.85
705,131,29,100,0.41
706,131,44,87,1.07
707,131,97,84,0.88
708,131,89,98,0.98
709,131,27,41,2.09
710,131,24,25,3.75
711,131,98,42,0.96
712,132,18,90,3.31
713,133,20,45,8.72
714,133,59,78,11.80
715,134,66,100,4.19
716,134,12,29,2.26
717,134,97,99,1.20
718,135,44,78,1.12
719,135,14,76,3.58
720,135,82,42,2.79
721,135,68,57,2.76
722,135,3,64,3.29
723,135,77,95,1.51
724,136,84,16,0.46
725,136,45,16,0.67
726,137,32,54,6.36
727,137,28,63,6.73
728,137,97,70,2.03
729,137,20,78,8.72
730,137,35,82,5.81
731,138,94,35,1.19
732,138,83,58,1.05
733,138,91,79,0.27
734,139,75,10,0.24
735,139,70,70,2.75
736,139,40,95,1.01
737,139,11,61,4.19
738,139,74,58,0.54
739,139,88,47,0.87
740,139,58,97,4.28
741,139,69,27,1.24
742,140,58,62,7.31
743,140,41,78,5.11
744,140,55,29,1.78
745,141,78,71,15.49
746,141,74,40,0.92
747,141,72,49,1.39
748,141,48,78,7.45
749,142,62,46,1.92
750,142,87,86,4.88
751,142,60,12,5.24
752,142,52,56,8.37
753,142,72,42,1.39
754,142,44,93,2.47
755,142,68,61,6.11
756,143,55,29,1.78
757,143,60,92,5.24
758,143,15,22,8.07
759,143,34,32,3.72
760,143,24,10,8.66
761,144,37,13,1.46
762,144,72,79,0.72
763,144,89,51,1.18
764,144,60,32,2.73
765,144,11,46,3.73
766,144,76,98,3.61
767,144,66,47,3.70
768,144,78,88,8.07
769,145,19,55,1.38
770,145,72,86,1.39
771,145,92,23,1.18
772,145,7,94,6.59
773,145,50,39,4.51
774,145,48,40,7.45
775,145,21,94,3.33
776,145,26,12,4.21
777,146,89,99,1.33
778,146,40,96,1.01
779,146,61,74,2.87
780,146,33,67,2.08
781,146,57,50,9.15
782,146,34,18,2.18
783,147,83,40,1.38
784,148,36,82,3.16
785,148,83,84,1.17
786,148,5,15,3.68
787,148,63,27,6.19
788,148,21,96,1.53
789,148,64,49,2.36
790,148,26,68,1.94
791,148,38,73,3.47
792,149,79,92,0.93
793,149,31,16,4.29
794,149,47,61,6.71
795,149,66,77,7.11
796,149,64,19,5.13
797,149,19,70,1.38
798,149,75,38,0.41
799,149,82,66,6.17
800,149,53,42,1.50
801,149,80,93,0.71
802,150,63,73,13.42
803,150,50,45,4.51
804,150,18,75,7.64
805,150,81,14,1.18
806,150,56,81,3.22
807,150,57,26,15.60
808,150,20,77,8.72
809,151,51,98,4.62
810,151,38,60,4.30
811,151,47,81,3.83
812,151,96,44,0.24
813,151,81,55,0.67
814,151,29,57,0.54
815,152,63,64,13.42
816,152,44,15,2.47
817,152,91,80,0.64
818,152,98,19,2.21
819,153,76,80,6.92
820,153,23,79,1.24
821,153,71,54,2.84
822,153,70,95,4.70
823,153,82,40,6.17
824,153,74,20,0.92
825,153,80,34,0.71
826,153,81,60,1.18
827,153,61,12,4.89
828,153,17,52,1.73
829,154,6,32,2.45
830,154,51,22,8.09
831,154,41,94,5.11
832,154,35,63,5.81
833,154,79,34,0.93
834,155,71,31,1.62
835,156,30,47,1.34
836,156,32,12,6.36
837,157,6,67,0.82
838,157,84,64,0.47
839,157,43,38,2.87
840,157,79,66,0.31
841,157,85,12,0.38
842,157,78,69,5.18
843,157,18,93,2.56
844,158,85,70,1.15
845,158,50,85,4.51
846,158,7,96,6.59
847,158,63,46,13.42
848,158,31,87,4.29
849,159,28,99,2.91
850,159,56,88,1.39
851,159,62,72,0.83
852,159,26,41,1.82
853,159,79,62,0.40
854,159,58,39,3.16
855,160,43,45,8.58
856,160,80,28,0.71
857,160,19,71,1.38
858,160,76,10,6.92
859,160,40,11,1.73
860,160,71,61,2.84
861,160,26,62,4.21
862,160,81,67,1.18
863,161,20,54,2.92
864,161,58,11,2.45
865,161,11,14,2.39
866,161,21,12,1.11
867,161,95,39,0.33
868,161,90,15,2.73
869,161,46,38,1.86
870,161,3,23,2.44
871,161,84,67,0.47
872,161,85,98,0.38
873,162,65,44,5.58
874,162,35,19,2.26
875,162,29,56,0.37
876,162,80,45,0.28
877,162,58,45,2.85
878,162,94,30,1.12
879,163,86,39,2.07
880,163,82,68,6.17
881,163,47,44,6.71
882,164,3,60,7.28
883,164,76,57,6.92
884,164,18,18,7.64
885,164,30,99,1.34
886,164,33,30,3.54
887,164,64,77,5.13
888,165,3,24,2.39
889,165,54,93,0.61
890,165,73,12,0.39
891,165,72,62,0.46
892,166,42,56,1.56
893,166,53,19,0.54
894,166,62,99,0.69
895,166,59,37,4.23
896,166,91,26,0.23
897,166,37,55,1.01
898,167,18,83,7.64
899,167,37,26,2.81
900,167,83,63,2.53
901,168,87,19,1.61
902,168,22,61,2.92
903,168,49,54,2.05
904,168,62,71,0.63
905,168,36,100,2.26
906,168,40,58,0.57
907,168,6,50,0.81
908,168,10,27,0.45
909,169,37,54,1.05
910,169,13,88,1.82
911,169,83,61,0.95
912,169,16,72,3.06
913,169,57,39,5.84
914,169,82,76,2.31
915,169,10,45,0.51
916,169,44,90,0.92
917,169,30,67,0.50
918,170,15,31,8.07
919,170,12,25,3.84
920,170,64,12,5.13
921,170,16,95,8.19
922,170,27,26,4.82
923,170,86,64,2.07
924,170,46,69,5.57
925,170,35,90,5.81
926,171,6,17,0.80
927,171,74,67,0.30
928,171,3,73,2.39
929,171,21,45,1.09
930,171,88,74,0.49
931,172,19,39,1.38
932,172,23,51,1.24
933,172,46,29,5.57
934,172,33,72,3.54
935,172,21,88,3.33
936,172,82,96,6.17
937,172,75,74,0.41
938,172,87,95,4.88
939,172,35,56,5.81
940,173,79,20,0.93
941,173,10,61,1.37
942,173,7,26,6.59
943,174,35,90,2.30
944,174,77,11,1.32
945,174,5,31,3.17
946,174,97,100,0.80
947,174,55,70,0.71
948,174,67,33,4.69
949,174,66,33,2.82
950,174,27,18,1.91
951,174,50,71,1.79
952,175,71,43,1.06
953,175,70,27,1.75
954,175,92,71,0.44
955,175,80,48,0.26
956,176,22,83,5.16
957,176,29,18,0.55
958,176,90,75,4.76
959,176,80,69,0.41
960,176,84,18,0.82
961,176,32,90,3.71
962,176,69,16,1.23
963,177,32,96,6.36
964,177,22,51,8.86
965,177,85,31,1.15
966,178,95,77,0.99
967,178,76,21,6.92
968,178,13,65,4.86
969,178,32,16,6.36
970,178,12,37,3.84
971,178,92,43,1.18
972,179,43,73,8.58
973,179,45,82,2.03
974,179,27,72,4.82
975,179,24,18,8.66
976,179,65,13,14.32
977,179,67,61,11.82
978,179,77,99,3.33
979,180,70,87,4.70
980,180,34,86,3.72
981,181,63,20,7.89
982,181,12,60,2.26
983,181,73,37,0.71
984,181,57,27,9.18
985,182,72,32,0.50
986,182,28,42,2.41
987,182,50,14,1.62
988,183,59,54,11.80
989,183,44,88,2.47
990,183,50,55,4.51
991,183,61,63,4.89
992,183,23,18,1.24
993,183,10,98,1.37
994,184,18,62,7.64
995,184,64,93,5.13
996,184,62,82,1.92
997,184,59,83,11.80
998,184,74,92,0.92
999,185,3,41,2.61
1000,185,88,95,0.53
1001,185,44,84,0.88
1002,185,64,57,1.84
1003,185,43,56,3.07
1004,185,40,14,0.62
1005,186,42,45,1.80
1006,186,22,56,3.67
1007,186,29,25,0.39
1008,186,60,48,2.17
1009,186,37,50,1.16
1010,186,8,62,1.53
1011,186,61,39,2.02
1012,186,2,24,3.18
1013,186,50,19,1.87
1014,187,74,54,0.92
1015,187,92,69,1.18
1016,187,11,72,7.15
1017,187,15,11,8.07
1018,188,2,30,7.67
1019,188,74,33,0.92
1020,188,49,65,6.23
1021,188,21,69,3.33
1022,188,6,100,2.45
1023,188,51,62,8.09
1024,189,72,56,0.54
1025,190,26,43,2.47
1026,190,21,55,1.95
1027,190,25,47,3.12
1028,190,94,53,1.68
1029,190,51,78,4.74
1030,190,23,23,0.73
1031,191,44,44,0.89
1032,192,18,70,2.56
1033,192,37,67,0.94
1034,192,83,95,0.85
1035,192,62,86,0.64
1036,193,94,79,1.03
1037,193,77,87,1.20
1038,193,21,100,1.20
1039,193,95,29,0.36
1040,193,81,54,0.42
1041,194,7,81,6.59
1042,194,18,45,7.64
1043,194,16,19,8.19
1044,194,84,16,1.41
1045,194,39,24,4.72
1046,194,51,36,8.09
1047,194,72,67,1.39
1048,194,93,36,1.57
1049,194,19,61,1.38
1050,195,62,99,0.58
1051,195,27,37,1.47
1052,195,44,58,0.75
1053,195,87,19,1.48
1054,196,32,60,6.36
1055,196,39,29,4.72
1056,196,22,17,8.86
1057,196,38,77,7.52
1058,196,13,89,4.86
1059,196,33,10,3.54
1060,196,96,13,0.42
1061,196,71,33,2.84
1062,196,10,43,1.37
1063,197,48,61,7.45
1064,197,66,59,7.11
1065,197,95,85,0.99
1066,198,67,19,11.82
1067,198,61,84,4.89
1068,199,66,27,4.18
1069,199,82,54,3.63
1070,199,12,75,2.26
1071,199,76,26,4.07
1072,199,34,41,2.19
1073,200,52,88,8.37
1074,200,73,31,1.20
1075,200,35,20,5.81
1076,200,1,41,2.67
1077,200,8,73,3.69
